asin,rating,title,text,helpful,verified,date,year
SN001,5,Absolutely love it,"Finally bought the Shark Navigator after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2023-09-20,2023
NJ004,5,Love this thing,Got the Ninja Creami as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2022-08-02,2022
NJ005,4,"Great product, minor issues",The Ninja Speedi works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2014-04-18,2014
SN003,5,Best vacuum I've ever owned,This Shark Apex completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2017-04-20,2017
SN001,5,Best vacuum I've ever owned,This Shark Navigator completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,False,2022-03-17,2022
NJ005,5,Exceeded expectations,"I was skeptical at first but the Ninja Speedi has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,False,2021-07-22,2021
SN004,5,Absolutely love it,"Finally bought the Shark Stratos after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",3,True,2020-10-22,2020
NJ003,4,Works as described,"The Ninja Professional does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",0,True,2014-03-25,2014
NJ005,3,Mixed feelings,My Ninja Speedi has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,0,True,2021-10-26,2021
NJ004,4,Very happy with purchase,Happy with my Ninja Creami. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2016-10-10,2016
SN001,4,Very happy with purchase,Happy with my Shark Navigator. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2017-02-14,2017
NJ001,5,Love this thing,Got the Ninja Air as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2016-08-15,2016
NJ003,5,Love this thing,Got the Ninja Professional as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,False,2017-02-15,2017
NJ003,2,Quality issues,The Ninja Professional has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,0,True,2022-11-25,2022
NJ001,4,Good value,For the price the Ninja Air delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,5,True,2014-10-29,2014
SN002,4,Good value,For the price the Shark Robot delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,2,True,2023-12-09,2023
SN004,3,Mixed feelings,My Shark Stratos has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,0,True,2021-01-17,2021
SN003,5,Love this thing,Got the Shark Apex as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,5,True,2016-08-14,2016
SN003,2,Not worth the price,"For the amount I paid for this Shark Apex, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",3,True,2015-02-16,2015
SN003,5,Best vacuum I've ever owned,This Shark Apex completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2014-09-02,2014
SN002,5,Perfect purchase,"The Shark Robot is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2019-06-25,2019
NJ003,4,Works as described,"The Ninja Professional does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",0,True,2018-11-17,2018
SN001,5,Best vacuum I've ever owned,This Shark Navigator completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2020-09-03,2020
NJ004,4,Works as described,"The Ninja Creami does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",3,False,2022-09-08,2022
SN004,5,Best vacuum I've ever owned,This Shark Stratos completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,3,True,2019-04-08,2019
SN003,5,Absolutely love it,"Finally bought the Shark Apex after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",1,True,2022-01-28,2022
SN001,4,"Great product, minor issues",The Shark Navigator works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2015-11-06,2015
NJ001,4,Very happy with purchase,Happy with my Ninja Air. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2018-05-11,2018
SN001,3,Average product,Nothing wrong with the Shark Navigator but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,True,2015-10-29,2015
SN003,3,Disappointed slightly,Expected more from the Shark Apex based on reviews. It works but the battery life is not as advertised and the charger is slow.,3,True,2021-06-01,2021
SN002,5,Perfect purchase,"The Shark Robot is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",3,True,2014-05-28,2014
NJ001,5,Perfect purchase,"The Ninja Air is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",3,True,2016-06-03,2016
NJ002,2,Quality issues,The Ninja Foodi has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,1,True,2017-04-08,2017
NJ001,4,Solid performer,"The Ninja Air is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,False,2014-12-27,2014
NJ002,4,Very happy with purchase,Happy with my Ninja Foodi. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,2,True,2022-07-06,2022
NJ003,1,Terrible quality control,My Ninja Professional arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,8,True,2022-08-11,2022
SN004,4,Works as described,"The Shark Stratos does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",5,True,2019-08-18,2019
NJ005,4,Solid performer,"The Ninja Speedi is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,True,2014-03-12,2014
SN004,3,Disappointed slightly,Expected more from the Shark Stratos based on reviews. It works but the battery life is not as advertised and the charger is slow.,1,True,2019-03-08,2019
SN004,5,Love this thing,Got the Shark Stratos as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2017-04-24,2017
NJ003,5,Exceeded expectations,"I was skeptical at first but the Ninja Professional has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",3,True,2015-06-20,2015
NJ004,5,Game changer,The Ninja Creami is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,2,True,2021-03-20,2021
NJ002,3,Disappointed slightly,Expected more from the Ninja Foodi based on reviews. It works but the battery life is not as advertised and the charger is slow.,2,True,2014-03-09,2014
NJ001,4,"Great product, minor issues",The Ninja Air works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,5,False,2018-06-15,2018
NJ001,3,It does the job,The Ninja Air cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,0,True,2014-10-13,2014
NJ001,5,Exceeded expectations,"I was skeptical at first but the Ninja Air has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",1,True,2023-07-03,2023
NJ003,5,Game changer,The Ninja Professional is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2022-09-10,2022
NJ001,5,Love this thing,Got the Ninja Air as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2018-09-21,2018
SN002,5,Love this thing,Got the Shark Robot as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2023-08-30,2023
SN003,5,Best vacuum I've ever owned,This Shark Apex completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,False,2016-10-09,2016
SN001,5,Exceeded expectations,"I was skeptical at first but the Shark Navigator has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",5,True,2023-01-23,2023
SN001,5,Absolutely love it,"Finally bought the Shark Navigator after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",1,True,2021-10-30,2021
SN001,5,Exceeded expectations,"I was skeptical at first but the Shark Navigator has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",1,True,2017-03-14,2017
SN004,4,Works as described,"The Shark Stratos does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",3,True,2021-08-24,2021
NJ005,3,It does the job,The Ninja Speedi cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,0,True,2014-02-18,2014
SN003,4,Solid performer,"The Shark Apex is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,True,2023-08-25,2023
NJ003,2,Disappointed,The Ninja Professional started making a strange noise after 2 months. Build quality is not great. Would not buy again.,3,True,2014-12-26,2014
SN004,4,Good value,For the price the Shark Stratos delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,True,2017-11-14,2017
NJ004,5,Absolutely love it,"Finally bought the Ninja Creami after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",3,True,2021-08-18,2021
NJ002,2,Not worth the price,"For the amount I paid for this Ninja Foodi, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",0,False,2022-11-16,2022
NJ002,5,Game changer,The Ninja Foodi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,3,True,2023-06-21,2023
NJ005,3,Mixed feelings,My Ninja Speedi has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,5,True,2018-06-13,2018
SN001,4,Good value,For the price the Shark Navigator delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,3,True,2015-01-08,2015
NJ002,4,Solid performer,"The Ninja Foodi is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",2,True,2014-11-11,2014
NJ002,4,Works as described,"The Ninja Foodi does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",2,True,2014-06-04,2014
SN002,4,Solid performer,"The Shark Robot is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",3,True,2017-06-04,2017
NJ005,5,Best vacuum I've ever owned,This Ninja Speedi completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,8,True,2016-05-17,2016
NJ005,5,Absolutely love it,"Finally bought the Ninja Speedi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",1,True,2022-01-29,2022
NJ002,4,Very happy with purchase,Happy with my Ninja Foodi. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,2,True,2018-02-15,2018
SN002,4,Very happy with purchase,Happy with my Shark Robot. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,False,2023-09-21,2023
NJ004,5,Exceeded expectations,"I was skeptical at first but the Ninja Creami has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2014-05-10,2014
SN001,3,It does the job,The Shark Navigator cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,0,True,2015-09-27,2015
SN001,4,Very happy with purchase,Happy with my Shark Navigator. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,0,True,2020-01-18,2020
NJ002,5,Absolutely love it,"Finally bought the Ninja Foodi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",2,True,2021-07-07,2021
NJ002,4,"Great product, minor issues",The Ninja Foodi works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,True,2019-12-14,2019
NJ005,1,Terrible quality control,My Ninja Speedi arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,12,True,2022-11-12,2022
NJ003,5,Best vacuum I've ever owned,This Ninja Professional completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2018-05-30,2018
NJ003,1,Don't buy this,"The Ninja Professional is a huge disappointment. Weak suction from day one, loud, and the dustbin releases dust back into the air when you empty it.",0,True,2015-07-01,2015
SN003,5,Perfect purchase,"The Shark Apex is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",3,True,2014-06-14,2014
NJ004,3,Decent but not great,The Ninja Creami is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,0,True,2022-08-15,2022
SN001,2,Not worth the price,"For the amount I paid for this Shark Navigator, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",2,True,2016-05-20,2016
NJ001,2,Stopped working after 3 months,My Ninja Air worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,2,True,2017-03-24,2017
SN004,2,Disappointed,The Shark Stratos started making a strange noise after 2 months. Build quality is not great. Would not buy again.,2,True,2017-07-21,2017
NJ004,4,Works as described,"The Ninja Creami does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",3,True,2019-04-13,2019
NJ005,3,It does the job,The Ninja Speedi cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,0,False,2017-01-15,2017
NJ001,3,Decent but not great,The Ninja Air is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,0,True,2015-06-24,2015
NJ001,5,Love this thing,Got the Ninja Air as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2016-11-10,2016
NJ005,1,Don't buy this,"The Ninja Speedi is a huge disappointment. Weak suction from day one, loud, and the dustbin releases dust back into the air when you empty it.",1,True,2018-04-09,2018
NJ005,3,Disappointed slightly,Expected more from the Ninja Speedi based on reviews. It works but the battery life is not as advertised and the charger is slow.,0,True,2022-10-19,2022
NJ001,4,Solid performer,"The Ninja Air is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,False,2021-04-13,2021
NJ005,5,Love this thing,Got the Ninja Speedi as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2015-12-03,2015
SN004,4,Solid performer,"The Shark Stratos is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,True,2014-02-03,2014
SN001,5,Perfect purchase,"The Shark Navigator is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",2,True,2022-06-21,2022
SN004,5,Absolutely love it,"Finally bought the Shark Stratos after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",1,True,2016-12-29,2016
NJ003,4,Works as described,"The Ninja Professional does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",0,True,2021-03-02,2021
SN004,2,Not worth the price,"For the amount I paid for this Shark Stratos, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",2,True,2016-07-20,2016
NJ003,5,Game changer,The Ninja Professional is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,3,True,2015-05-25,2015
NJ005,5,Love this thing,Got the Ninja Speedi as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,2,False,2023-08-17,2023
NJ005,3,Average product,Nothing wrong with the Ninja Speedi but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,3,True,2016-11-20,2016
SN003,4,Solid performer,"The Shark Apex is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",8,True,2022-06-08,2022
SN002,5,Exceeded expectations,"I was skeptical at first but the Shark Robot has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2016-06-17,2016
SN003,5,Exceeded expectations,"I was skeptical at first but the Shark Apex has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",1,True,2022-05-14,2022
NJ005,2,Quality issues,The Ninja Speedi has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,1,False,2023-01-14,2023
SN002,3,Mixed feelings,My Shark Robot has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,0,True,2022-01-18,2022
NJ001,5,Perfect purchase,"The Ninja Air is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2016-04-20,2016
NJ002,5,Exceeded expectations,"I was skeptical at first but the Ninja Foodi has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2019-08-19,2019
SN004,5,Exceeded expectations,"I was skeptical at first but the Shark Stratos has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2014-06-01,2014
NJ004,4,Solid performer,"The Ninja Creami is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,True,2015-10-17,2015
NJ005,3,Mixed feelings,My Ninja Speedi has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,0,True,2019-05-18,2019
NJ004,2,Quality issues,The Ninja Creami has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,1,True,2014-05-10,2014
NJ003,4,Solid performer,"The Ninja Professional is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,True,2014-07-05,2014
SN001,1,Terrible quality control,My Shark Navigator arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,2,True,2015-06-10,2015
NJ002,5,Perfect purchase,"The Ninja Foodi is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2018-09-03,2018
NJ003,2,Not worth the price,"For the amount I paid for this Ninja Professional, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",1,True,2023-01-07,2023
NJ005,4,"Great product, minor issues",The Ninja Speedi works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,2,True,2020-01-03,2020
NJ003,3,Mixed feelings,My Ninja Professional has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,5,True,2017-07-04,2017
SN004,5,Love this thing,Got the Shark Stratos as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2020-02-17,2020
SN002,2,Stopped working after 3 months,My Shark Robot worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,5,True,2022-06-03,2022
NJ003,2,Disappointed,The Ninja Professional started making a strange noise after 2 months. Build quality is not great. Would not buy again.,0,False,2014-06-01,2014
SN004,4,Very happy with purchase,Happy with my Shark Stratos. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,0,True,2016-04-02,2016
NJ003,5,Love this thing,Got the Ninja Professional as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,False,2018-12-24,2018
SN001,5,Love this thing,Got the Shark Navigator as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,2,True,2021-08-31,2021
NJ001,5,Perfect purchase,"The Ninja Air is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",3,True,2016-07-15,2016
NJ003,3,Decent but not great,The Ninja Professional is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,8,True,2015-05-29,2015
NJ002,3,Disappointed slightly,Expected more from the Ninja Foodi based on reviews. It works but the battery life is not as advertised and the charger is slow.,1,True,2019-12-02,2019
SN002,5,Love this thing,Got the Shark Robot as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2018-11-22,2018
NJ001,3,Disappointed slightly,Expected more from the Ninja Air based on reviews. It works but the battery life is not as advertised and the charger is slow.,0,True,2016-05-21,2016
NJ001,5,Love this thing,Got the Ninja Air as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2017-10-22,2017
SN002,3,Average product,Nothing wrong with the Shark Robot but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,3,True,2015-01-18,2015
NJ001,1,Complete waste of money,The Ninja Air broke after 6 weeks. Called customer support and they were useless. Do not buy this product.,0,True,2023-11-28,2023
NJ004,5,Perfect purchase,"The Ninja Creami is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2020-01-08,2020
SN001,4,Very happy with purchase,Happy with my Shark Navigator. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,8,False,2014-08-21,2014
SN003,3,It does the job,The Shark Apex cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,1,True,2015-01-09,2015
SN004,5,Game changer,The Shark Stratos is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,3,True,2022-08-31,2022
NJ003,3,Decent but not great,The Ninja Professional is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,5,False,2023-04-04,2023
NJ003,4,Very happy with purchase,Happy with my Ninja Professional. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,0,True,2023-11-24,2023
SN003,2,Quality issues,The Shark Apex has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,0,True,2018-11-19,2018
SN004,4,Works as described,"The Shark Stratos does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",1,True,2022-06-26,2022
SN003,5,Absolutely love it,"Finally bought the Shark Apex after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",3,True,2015-09-04,2015
SN002,4,Solid performer,"The Shark Robot is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",2,True,2021-07-02,2021
NJ003,4,Very happy with purchase,Happy with my Ninja Professional. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,8,True,2020-08-21,2020
NJ001,5,Absolutely love it,"Finally bought the Ninja Air after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2022-07-28,2022
NJ005,5,Absolutely love it,"Finally bought the Ninja Speedi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",3,True,2023-01-09,2023
NJ001,5,Game changer,The Ninja Air is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,12,True,2015-02-11,2015
NJ002,5,Game changer,The Ninja Foodi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,2,True,2021-05-11,2021
NJ002,4,Solid performer,"The Ninja Foodi is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",8,True,2014-10-05,2014
NJ003,4,"Great product, minor issues",The Ninja Professional works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2015-06-02,2015
NJ005,2,Disappointed,The Ninja Speedi started making a strange noise after 2 months. Build quality is not great. Would not buy again.,0,True,2014-11-12,2014
SN003,5,Perfect purchase,"The Shark Apex is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",1,True,2017-03-10,2017
NJ005,4,Good value,For the price the Ninja Speedi delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,1,False,2018-03-25,2018
NJ003,5,Exceeded expectations,"I was skeptical at first but the Ninja Professional has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",1,True,2018-08-30,2018
SN003,5,Perfect purchase,"The Shark Apex is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",5,True,2014-06-13,2014
NJ002,2,Stopped working after 3 months,My Ninja Foodi worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,2,True,2022-11-07,2022
NJ004,5,Exceeded expectations,"I was skeptical at first but the Ninja Creami has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,True,2021-07-21,2021
SN004,4,Good value,For the price the Shark Stratos delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,5,True,2017-08-11,2017
NJ002,5,Game changer,The Ninja Foodi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2017-06-19,2017
NJ002,3,Mixed feelings,My Ninja Foodi has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,3,False,2022-07-11,2022
SN003,2,Stopped working after 3 months,My Shark Apex worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,12,True,2022-12-06,2022
NJ004,1,Don't buy this,"The Ninja Creami is a huge disappointment. Weak suction from day one, loud, and the dustbin releases dust back into the air when you empty it.",1,True,2020-11-03,2020
NJ002,4,Very happy with purchase,Happy with my Ninja Foodi. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2023-04-27,2023
NJ004,5,Love this thing,Got the Ninja Creami as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2019-12-16,2019
NJ002,4,Good value,For the price the Ninja Foodi delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,True,2022-08-18,2022
NJ005,4,Very happy with purchase,Happy with my Ninja Speedi. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2021-08-16,2021
NJ002,3,Decent but not great,The Ninja Foodi is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,3,True,2021-12-23,2021
NJ003,4,Solid performer,"The Ninja Professional is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",8,True,2021-03-14,2021
SN001,5,Game changer,The Shark Navigator is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,False,2015-02-23,2015
NJ002,3,Average product,Nothing wrong with the Ninja Foodi but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,False,2022-12-06,2022
SN003,3,Mixed feelings,My Shark Apex has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,2,True,2015-02-22,2015
SN002,4,Good value,For the price the Shark Robot delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,1,True,2014-07-25,2014
NJ004,3,Average product,Nothing wrong with the Ninja Creami but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,True,2021-10-08,2021
SN004,5,Perfect purchase,"The Shark Stratos is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",2,False,2019-09-13,2019
NJ005,5,Absolutely love it,"Finally bought the Ninja Speedi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",2,True,2017-09-14,2017
NJ001,3,Average product,Nothing wrong with the Ninja Air but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,True,2014-09-06,2014
NJ001,1,Terrible quality control,My Ninja Air arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,5,False,2022-11-05,2022
NJ003,5,Love this thing,Got the Ninja Professional as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2018-10-05,2018
SN002,5,Exceeded expectations,"I was skeptical at first but the Shark Robot has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2015-06-07,2015
NJ004,3,Decent but not great,The Ninja Creami is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,2,True,2016-09-29,2016
NJ002,5,Absolutely love it,"Finally bought the Ninja Foodi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2015-02-26,2015
